epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,21123.9,1.39124,1.10952,1.23771,0.77762,0.72068,0.80099,0.46089,1.46701,1.02732,1.27915,0.000388345,0.000388345,0.000388345
27,21936.2,1.38352,1.06078,1.22977,0.76918,0.73827,0.8002,0.46533,1.46492,0.99437,1.27657,0.000373119,0.000373119,0.000373119
28,22762.1,1.38173,1.04683,1.22057,0.77838,0.73953,0.79976,0.45542,1.50418,0.99327,1.28495,0.000357893,0.000357893,0.000357893
29,23599.4,1.36887,1.04174,1.2138,0.7942,0.72875,0.80609,0.46354,1.48507,0.99081,1.28615,0.000342666,0.000342666,0.000342666
30,24404.2,1.3538,1.01963,1.21528,0.78925,0.74084,0.80903,0.4626,1.49833,0.97262,1.28453,0.00032744,0.00032744,0.00032744
31,25192.9,1.36379,1.03292,1.21747,0.79678,0.73169,0.81105,0.46489,1.48086,0.97266,1.28211,0.000312214,0.000312214,0.000312214
32,25980.1,1.34506,1.01181,1.21242,0.7685,0.76261,0.80995,0.46476,1.47645,0.97141,1.27196,0.000296988,0.000296988,0.000296988
33,26766.6,1.34171,0.98958,1.19994,0.77994,0.75723,0.81312,0.47476,1.45747,0.95054,1.26202,0.000281762,0.000281762,0.000281762
34,27555,1.33566,0.98929,1.2002,0.78841,0.74942,0.81619,0.46689,1.49024,0.96017,1.27107,0.000266535,0.000266535,0.000266535
35,28363.6,1.32108,0.97839,1.19849,0.80987,0.74256,0.82087,0.46987,1.47288,0.94315,1.26345,0.000251309,0.000251309,0.000251309
36,29174.2,1.31142,0.95674,1.1893,0.78363,0.75691,0.8166,0.47342,1.47331,0.95677,1.26729,0.000236083,0.000236083,0.000236083
37,29971.4,1.32325,0.95112,1.19494,0.78162,0.75877,0.81185,0.47128,1.47828,0.94669,1.26798,0.000220857,0.000220857,0.000220857
38,30767.1,1.29577,0.93864,1.18247,0.79987,0.75828,0.82269,0.48096,1.45593,0.92532,1.25552,0.000205631,0.000205631,0.000205631
39,31564.1,1.2939,0.9157,1.17459,0.79042,0.76754,0.8296,0.48047,1.47913,0.93145,1.27692,0.000190404,0.000190404,0.000190404
40,32361.8,1.28377,0.90548,1.17093,0.77233,0.78131,0.82549,0.48646,1.4502,0.91524,1.25434,0.000175178,0.000175178,0.000175178
41,33211.5,1.29225,0.81193,1.19314,0.82274,0.75428,0.83385,0.49164,1.44192,0.89453,1.25103,0.000159952,0.000159952,0.000159952
